1:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties@<init>(com.google.javascript.jscomp.AbstractCompiler,com.google.javascript.jscomp.JSModuleGraph,boolean,boolean):122:moduleGraph != null |==> moduleGraph == null
180:LVR:POS:0:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:1 |==> 0
181:LVR:POS:NEG:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:1 |==> -1
182:AOR:-(int,int):%(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:symbolStack.size() - 1 |==> symbolStack.size() % 1
183:AOR:-(int,int):*(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:symbolStack.size() - 1 |==> symbolStack.size() * 1
184:AOR:-(int,int):+(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:symbolStack.size() - 1 |==> symbolStack.size() + 1
185:AOR:-(int,int):/(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:symbolStack.size() - 1 |==> symbolStack.size() / 1
186:LVR:0:POS:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:0 |==> 1
187:LVR:0:NEG:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:0 |==> -1
188:ROR:>=(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:i >= 0 |==> i != 0
189:ROR:>=(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:i >= 0 |==> i < 0
190:ROR:>=(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:i >= 0 |==> i <= 0
191:ROR:>=(int,int):==(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:i >= 0 |==> i == 0
192:ROR:>=(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:i >= 0 |==> i > 0
193:ROR:>=(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:i >= 0 |==> false
194:ROR:>=(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):292:i >= 0 |==> true
195:STD:<ASSIGN>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):293:def = symbolStack.get(i).name |==> <NO-OP>
196:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):294:def != anonymousNode |==> def == anonymousNode
197:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):294:def != anonymousNode |==> false
198:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):294:def != anonymousNode |==> true
199:COR:def.equals(info):TRUE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):298:def.equals(info) |==> false
200:COR:def.equals(info):FALSE:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):298:def.equals(info) |==> true
201:STD:<CALL>:<NO-OP>:com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@addSymbolUse(java.lang.String,com.google.javascript.jscomp.JSModule,com.google.javascript.jscomp.AnalyzePrototypeProperties.SymbolType):299:symbolGraph.connect(def, module, info) |==> <NO-OP>
202:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION |==> n.getType() != Token.FUNCTION
203:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION |==> n.getType() < Token.FUNCTION
204:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION |==> n.getType() <= Token.FUNCTION
205:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION |==> n.getType() > Token.FUNCTION
206:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION |==> n.getType() >= Token.FUNCTION
207:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION |==> false
208:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION |==> true
209:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):311:n.getParent().getType() == Token.NAME |==> n.getParent().getType() != Token.NAME
210:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):311:n.getParent().getType() == Token.NAME |==> n.getParent().getType() < Token.NAME
211:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):311:n.getParent().getType() == Token.NAME |==> n.getParent().getType() <= Token.NAME
212:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):311:n.getParent().getType() == Token.NAME |==> n.getParent().getType() > Token.NAME
213:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):311:n.getParent().getType() == Token.NAME |==> n.getParent().getType() >= Token.NAME
214:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):311:n.getParent().getType() == Token.NAME |==> false
215:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):311:n.getParent().getType() == Token.NAME |==> true
216:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> n.getType() == Token.FUNCTION != (n.getParent().getType() == Token.NAME)
217:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> n.getType() == Token.FUNCTION == (n.getParent().getType() == Token.NAME)
218:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> false
219:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> n.getType() == Token.FUNCTION
220:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):311:n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> n.getParent().getType() == Token.NAME
221:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> true
222:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> n.getType() == Token.FUNCTION || n.getParent().getType() == Token.NAME
223:COR:||(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):309:NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> NodeUtil.isFunctionDeclaration(n) != (n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME)
224:COR:||(boolean,boolean):&&(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):309:NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> NodeUtil.isFunctionDeclaration(n) && (n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME)
225:COR:||(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):309:NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> NodeUtil.isFunctionDeclaration(n) == (n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME)
226:COR:||(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):309:NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> false
227:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):309:NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> NodeUtil.isFunctionDeclaration(n)
228:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):310:NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME
229:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):309:NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME |==> true
230:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):308:t.inGlobalScope() && (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME) |==> t.inGlobalScope() != (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME)
231:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):308:t.inGlobalScope() && (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME) |==> t.inGlobalScope() == (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME)
232:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):308:t.inGlobalScope() && (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME) |==> false
233:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):308:t.inGlobalScope() && (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME) |==> t.inGlobalScope()
234:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):309:t.inGlobalScope() && (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME) |==> (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME)
235:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):308:t.inGlobalScope() && (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME) |==> true
236:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isGlobalFunctionDeclaration(com.google.javascript.jscomp.NodeTraversal,com.google.javascript.rhino.Node):308:t.inGlobalScope() && (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME) |==> t.inGlobalScope() || (NodeUtil.isFunctionDeclaration(n) || n.getType() == Token.FUNCTION && n.getParent().getType() == Token.NAME)
237:ROR:!=(java.lang.Object,java.lang.Object):==(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null |==> n == null
238:ROR:!=(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null |==> false
239:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null |==> true
240:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) |==> n != null != NodeUtil.isVarOrSimpleAssignLhs(n, assign)
241:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) |==> n != null == NodeUtil.isVarOrSimpleAssignLhs(n, assign)
242:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) |==> false
243:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) |==> n != null
244:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) |==> NodeUtil.isVarOrSimpleAssignLhs(n, assign)
245:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) |==> true
246:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) |==> n != null || NodeUtil.isVarOrSimpleAssignLhs(n, assign)
247:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n.getType() == Token.GETPROP |==> n.getType() != Token.GETPROP
248:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n.getType() == Token.GETPROP |==> n.getType() < Token.GETPROP
249:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n.getType() == Token.GETPROP |==> n.getType() <= Token.GETPROP
250:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n.getType() == Token.GETPROP |==> n.getType() > Token.GETPROP
251:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n.getType() == Token.GETPROP |==> n.getType() >= Token.GETPROP
252:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n.getType() == Token.GETPROP |==> false
253:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n.getType() == Token.GETPROP |==> true
254:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP |==> (n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign)) != (n.getType() == Token.GETPROP)
255:COR:&&(boolean,boolean):==(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP |==> (n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign)) == (n.getType() == Token.GETPROP)
256:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP |==> false
257:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP |==> n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign)
258:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP |==> n.getType() == Token.GETPROP
259:COR:&&(boolean,boolean):TRUE(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):317:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP |==> true
260:COR:&&(boolean,boolean):||(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP |==> n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) || n.getType() == Token.GETPROP
261:ROR:==(int,int):!=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:assign.getParent().getType() == Token.EXPR_RESULT |==> assign.getParent().getType() != Token.EXPR_RESULT
262:ROR:==(int,int):<(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:assign.getParent().getType() == Token.EXPR_RESULT |==> assign.getParent().getType() < Token.EXPR_RESULT
263:ROR:==(int,int):<=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:assign.getParent().getType() == Token.EXPR_RESULT |==> assign.getParent().getType() <= Token.EXPR_RESULT
264:ROR:==(int,int):>(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:assign.getParent().getType() == Token.EXPR_RESULT |==> assign.getParent().getType() > Token.EXPR_RESULT
265:ROR:==(int,int):>=(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:assign.getParent().getType() == Token.EXPR_RESULT |==> assign.getParent().getType() >= Token.EXPR_RESULT
266:ROR:==(int,int):FALSE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:assign.getParent().getType() == Token.EXPR_RESULT |==> false
267:ROR:==(int,int):TRUE(int,int):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):318:assign.getParent().getType() == Token.EXPR_RESULT |==> true
268:COR:&&(boolean,boolean):!=(boolean,boolean):com.google.javascript.jscomp.AnalyzePrototypeProperties$ProcessProperties@isPrototypePropertyAssign(com.google.javascript.rhino.Node):316:n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP && assign.getParent().getType() == Token.EXPR_RESULT |==> (n != null && NodeUtil.isVarOrSimpleAssignLhs(n, assign) && n.getType() == Token.GETPROP) != (assign.getParent().getType() == Token.EXPR_RESULT)
